Nazwisko aktualne,Liczba
GODSZALD,2
GODULEVYCH,2
GODYCKI ĆWIRKO,2
GODYNSKYI,2
GODYŃ-KOWALSKI,2
GODZIEŃSKI,2
GODZIERSZ,2
GODZINSKI,2
GODZUN,2
GODZWON-SKOTNICKI,2
GOEBEL-ANTONY,2
GOECE,2
GOEDHALS,2
GOELLER,2
GOERC,2
GOERDT,2
GOEREE,2
GOERSDORF,2
GOES,2
GOFSZTETER,2
GOGAĻINSKIS,2
GOGALASHVILI,2
GOGELASHVILI,2
GOGIC,2
GOGICHAEVI,2
GOGIELIS,2
GOGITADZE,2
GOGLIN,2
GOGNIAK,2
GOGNIASHVILI,2
GOGOE,2
GOGOLI,2
GOGONADZE,2
GOGORISHVILI,2
GOGOSHVILI,2
GOGOSZ-ANISZEWSKI,2
GOGOTISHVILI,2
GOGOTS,2
GOGÓLSKI,2
GOGÓŁKA-DRAGON,2
GOGÓŁKIEWICZ,2
GOGRATCHADZE,2
GOGRICHIANI,2
GOGULEV,2
GOH,2
GOHA,2
GOHLISCH,2
GOHOUNGO,2
GOICHUK,2
GOIDA,2
GOIKHMAN,2
GOILIK,2
GOIMAN,2
GOINSKI,2
GOINY,2
GOIRAN,2
GOIUK,2
GOJAEVI,2
GOJARSKI,2
GOJCZ,2
GOJK,2
GOJNOVCI,2
GOJNY-TULLOCK,2
GOKA,2
GOKHADZE,2
GOKIELI,2
GOKSU,2
GOKUL,2
GOLAKIYA,2
GOLAM,2
GOLAN-GUTIN,2
GOLANI,2
GOLAR,2
GOLASIŃSKI-DRAGAN,2
GOLBA-ZAWADZKI,2
GOLBERDT,2
GOLCAK,2
GOLCZ-LISOWSKI,2
GOLDANSKI,2
GOLDBART,2
GOLDBLATT,2
GOLDEMBERG,2
GOLDEN,2
GOLDENBERG BARBOSA,2
GOLDENZON,2
GOLDHABER,2
GOLDHAMER,2
GOLDLIST,2
GOLDMAN APELBLAT,2
GOLDMUNZER,2
GOLDNIK,2
GOLDOBIN,2
GOLDONI,2
GOLDOWSKI,2
GOLDRING,2
GOLDSHTAIN,2
GOLDSHTEEN,2
GOLDSMITH GOLDBLUM,2
GOLDSZTAJN ECKSTEIN,2
GOLDSZTAJN RATTNER,2
GOLDSZTEP,2
GOLDWERGER,2
GOLDZWEIG HANS,2
GOLEMBYOVSKYY,2
GOLEMSKI,2
GOLENKEVITCH,2
GOLENKOV,2
GOLEŃ-BARGIEL,2
GOLEŠ,2
GOLETA,2
GOLFERT,2
GOLIACHENKO,2
GOLIAKOV,2
GOLIANCHUK,2
GOLIARCHUK,2
GOLIARZ,2
GOLIBROCKI,2
GOLICOV,2
GOLIGER GOLDMAN,2
GOLIGER ROZENCVAIG,2
GOLIJASHVILI,2
GOLINEI,2
GOLINIOWSKI,2
GOLINKO,2
GOLIŃ,2
GOLISH,2
GOLISHEVSKYI,2
GOLIUK,2
GOLIUSOV,2
GOLIZANTIN,2
GOLKIEWICZ,2
GOLKIN,2
GOLLA-KACZMAREK,2
GOLLA-ŻYWOLEWSKI,2
GOLLINGS,2
GOLLNOW,2
GOLLO,2
GOLLUB,2
GOLO,2
GOLOD,2
GOLODIUK,2
GOLODNII,2
GOLODNÎI,2
GOLODRYGA,2
GOLOGAN,2
GOLOKHVOST,2
GOLONKA-KUMAR,2
GOLOSHCHAPOV,2
GOLOSKOK,2
GOLOSKOV,2
GOLOSOV,2
GOLOTSVAN,2
GOLOVCA,2
GOLOVCENCO,2
GOLOVCHYK,2
GOLOVEI,2
GOLOVETSKYY,2
GOLOVII,2
GOLOVINSKY,2
GOLOVIZNIN,2
GOLOVKA,2
GOLOVNYA,2
GOLOZUBOV,2
GOLSZ,2
GOLTSTEIN,2
GOLTVIANSKYI,2
GOLUBCHENKO,2
GOLUBENCO,2
GOLUBIAK,2
GOLUBIANI,2
GOLUBIEW,2
GOLUBIUK,2
GOLUBNYCHYI,2
GOLUBOVIĆ,2
GOLUBOVSKI,2
GOLUBOVSKYI,2
GOLUŚ,2
GOLUZA,2
GOLWALA,2
GOLYNSKYY,2
GOLYS,2
GOLYUK,2
GOŁASZEWICZ,2
GOŁĄB-WITOLD,2
GOŁDA DA SILVA,2
GOŁDOBIN,2
GOŁEMBEK,2
GOŁĘBIEWSKA,2
GOŁĘBIOWSKI-BUGNO,2
GOŁKO-SULIŃSKI,2
GOŁOBUT,2
GOŁOKWAST,2
GOŁOMEJ,2
GOŁOSUNOW,2
GOŁOWACZEWSKI,2
GOŁOWACZIK,2
GOŁOWCZUK,2
GOŁOWEŃKO,2
GOŁOWIENKA,2
GOŁÓZD,2
GOŁUBCOW,2
GOŁUBEK,2
GOŁUBNICZY,2
GOMANIUC,2
GOMANN,2
GOMBERT,2
GOMBIRO,2
GOMBOEV,2
GOMBOSUREN,2
GOMBOWSKI,2
GOMELAURI,2
GOMELKO,2
GOMENIUC,2
GOMES BACZYŃSKI,2
GOMES DE CARVALHO MARTINS,2
GOMES DE FREITAS,2
GOMES DIAS,2
GOMES JÚNIOR,2
GOMES PANCERI,2
GOMES PIRES,2
GOMEZ DAZA,2
GOMEZ DEL VALLE,2
GOMEZ ESCUDERO,2
GOMEZ FERNANDEZ,2
GOMEZ GOMEZ,2
GOMEZ GRÜN,2
GOMEZ HERNANDEZ,2
GOMEZ JIMENEZ,2
GOMEZ LOPEZ,2
GOMEZ PABON,2
GOMEZ POSADA,2
GOMEZ PUTERNICKI,2
GOMEZ SYLDATK,2
GOMEZ UGARTE,2
GOMEZ-FIGAT,2
GOMEZ-MOROZIK,2
GOMEZ-SEIJO,2
GOMEZ-TRUSZKE,2
GOMIŃSKI,2
GOMMA,2
GOMMLA,2
GOMOLACH,2
GOMÓŁKO,2
GOMS,2
GOMUK,2
GOMUL,2
GOMUŁOWICZ,2
GON,2
GONAK,2
GONASHVILI,2
GONCALEJ,2
GONCALO,2
GONCALVES GAJZENBERG,2
GONCEAC,2
GONCEAROV,2
GONCIAR,2
GONCIORO,2
GONÇALVES DA ROCHA SLAWINSKI,2
GONÇALVES DOS REIS,2
GONÇALVES FERNANDES,2
GONÇALVES LOURENÇO,2
GONÇALVES NOBRE,2
GONÇALVES PEREIRA,2
GONÇALVES STEIN,2
GONDEK ARGYROPOULOS,2
GONDEK-LUTAK,2
GONDO,2
GONDOIN,2
GONDOREK-RUSINIAK,2
GONDREA,2
GONDYŃSKI,2
GONEL,2
GONERA KISKA,2
GONFIA,2
GONGOLEWICZ,2
GONI,2
GONIEA,2
GONIEWSKI,2
GONINAN,2
GONISH,2
GONKO,2
GONNELLA,2
GONNELLI,2
GONNERMANN,2
GONNISSEN,2
GONOROVSKY,2
GONOROVSKYY,2
GONSIOROWICZ,2
GONSIUR,2
GONSKO,2
GONSZ,2
GONŠENICA,2
GONTARO BAZALAR,2
GONTARZ-CARVALHO,2
GONTAŚ,2
GONTCHAROV,2
GONTEA,2
GONTIJO BRONFEN,2
GONTKOVSKÝ,2
GONTOW,2
GONTSARIUK,2
GONYEA,2
GONZALEZ AGUILERA,2
GONZALEZ ALFONSO,2
GONZALEZ BARNATOR,2
GONZALEZ BARRIOS,2
GONZALEZ CABRERA,2
GONZALEZ CORTES,2
GONZALEZ CUERVO,2
GONZALEZ DIMATE,2
GONZALEZ GRYCUK,2
GONZALEZ HOJDYS,2
GONZALEZ KONCKI,2
GONZALEZ KOSMALSKI,2
GONZALEZ LEWCZUK,2
GONZALEZ MARTIN,2
GONZALEZ MURILLO,2
GONZALEZ PAZ,2
GONZALEZ REYES,2
GONZALEZ SANTIAGO,2
GONZALEZ SCHULER,2
GONZALEZ SUSKIEWICZ,2
GONZALEZ TORRES,2
GONZALEZ VILLARREAL,2
GONZALEZ-FERNANDEZ,2
GONZALEZ-KOWALSKI,2
GONZALEZ-LORETO,2
GONZALEZ-WÓJCIK,2
GONZALO CAYPO,2
GONZATO,2
GONZÁLEZ GARCÍA,2
GONZÁLEZ GOTTSCHLICH,2
GONZÁLEZ MISZCZYK,2
GONZÁLEZ-FERNÁNDEZ,2
GOŃCZAREK,2
GOŃCZYK,2
GOODALL,2
GOODARZI,2
GOODINGS,2
GOODISON,2
GOODLIFFE,2
GOON,2
GOOTMAN,2
GOOZI,2
GOPA,2
GOPALAKRISHNAN NAIR,2
GOPALAN,2
GOPALDAS,2
GOPALIYA,2
GOPALO,2
GOPEI,2
GOPHER,2
GOPINATHAN,2
GOPKA,2
GOPMAN,2
GOPPELT,2
GORACY,2
GORAKALA,2
GORALEWICZ,2
GORALIK,2
GORANA,2
GORASH,2
GORASHVILI,2
GORASSINI-IDZIAK,2
GORAYA,2
GORAŻDZA,2
GORBACH MAM,2
GORBACI,2
GORBAČOVS,2
GORBAS,2
GORBATOV,2
GORBATOVSCHI,2
GORBATOWSKI,2
GORBATYKH,2
GORBENKO-WILK,2
GORBIL,2
GORBOUNOV,2
GORBOV,2
GORBOVSKII,2
GORBOVSKYI,2
GORBOVYI,2
GORBUL,2
GORC,2
GORCEAC,2
GORCZEW,2
GORCZOWSKI-FELDMANN,2
GORCZYCKI-SMYK,2
GORCZYCZKA,2
GORCZYNSKI,2
GORDALLA,2
GORDEICHIK,2
GORDEIKO,2
GORDER,2
GORDEY,2
GORDIANO RODRIGUES,2
GORDIEICHUK,2
GORDIIKO,2
GORDIJENKO,2
GORDIKOW,2
GORDITSA,2
GORDOVSKYI,2
GORDUSENKO,2
GORDYCZUKOWSKI,2
GORDYNIEC,2
GORECHOWSKI,2
GORECHUK,2
GOREGLIAD,2
GORE-GORSZEWSKI,2
GORELKIN,2
GORELKO,2
GORENCO,2
GORENOV,2
GORERINO,2
GORETSKI,2
GORFINKEL,2
GORGA,2
GORGANYUK,2
GORGINYAN,2
GORGOŃ-HOJA,2
GORGOSHADZE,2
GORGOSHIDZE,2
GORIACHKIN,2
GORIAN,2
GORIN ROSENBAUM,2
GORINE,2
GORISHNYY,2
GORIUK,2
GORJUX,2
GORKAVCHUK,2
GORKIEWICZ,2
GORKO,2
GORKOVENKO,2
GORKUN,2
GORLACH-LIRA,2
GORLECKI,2
GORLENCO,2
GORLUSHKO,2
GORNAS,2
GORNEAN,2
GORNI,2
GORNICHAR,2
GORNSZTEJN,2
GOROBCHYSHYN,2
GOROBCIUC,2
GOROBEȚ,2
GOROBIKA,2
GORODCZUK,2
GORODETSKI,2
GORODITSKIY,2
GORODNIK,2
GORODNYK,2
GORODYLOVSKYI,2
GORODYTSKYI,2
GORODZIŃSKI,2
GOROGODO,2
GOROGOŻKO,2
GOROKHOVIANKO,2
GOROKHOVSKIY,2
GOROLEWSKI,2
GORON,2
GORONCHKO,2
GORONCZEWSKI,2
GORONKOV,2
GOROSHKIN,2
GOROSHOK,2
GOROSTIZA,2
GOROSZCZENKO,2
GOROVNIOVAS,2
GOROWSKI-DĄBROWSKI,2
GOROŻIN,2
GORPASÎN,2
GORRIPATI,2
GORSCHLÜTER,2
GORSCOV,2
GORSKIE,2
GORSKIS,2
GORSKY,2
GORSKYI,2
GORSOLKE,2
GORSZAK,2
GORSZENIN,2
GORSZONOWSKI,2
GORTOESCU,2
GORUCH,2
GORUCHT,2
GORUK-GÓRSKI,2
GORULKO,2
GORUSZEWSKI,2
GORYC,2
GORYCH,2
GORYLAK,2
GORYLENKO,2
GORYLUK-GIERSZEWSKI,2
GORZAD,2
GORZANDT,2
GORZEJOWSKI,2
GORZELIK-JAKUBEK,2
GORZUCHOWSKI,2
GORZYM-WILKOWSKI,2
GOSAVI,2
GOSCIAK,2
GOSHEN,2
GOSHKOVYCH,2
GOSIC,2
GOSICZEWSKI,2
GOSIOROWSKI,2
GOSK-KRASIŃSKI,2
GOSLINSKI,2
GOSŁAWSKI-MAGDA,2
GOSP,2
GOSPODARCZYK-TĘCZA,2
GOSSE,2
GOSS-STRZELECKI,2
GOSTEVS,2
GOSTKORZEWICZ,2
GOSTUŁ,2
GOSTYMSKI,2
GOSTYŃSKI-SZŁAPA,2
GOSZIK,2
GOŚCINIAK-ZLICZEWSKI,2
GOT,2
GOT BERRIOS,2
GOTFALSKI,2
GOTHAM,2
GOTLIEB,2
GOTODA,2
GOTOVDORJ,2
GOTOVINA,2
GOTOVKIN,2
GOTRA,2
GOTRZALK,2
GOTS,2
GOTSULIAK,2
GOTSULYAK,2
GOTSZLICH,2
GOTSZOL,2
GOTTA,2
GOTTAM,2
GOTTESFELD,2
GOTTFELD,2
GOTTHEIT,2
GOTTLOB,2
GOTTNER,2
GOTTOWT,2
GOTUWIECKI,2
GOTWALSKI,2
GOU,2
GOUAL,2
GOUDIABY,2
GOUDIE,2
GOUDINEAU,2
GOUDKOV,2
GOUDSWAARD,2
GOUEYGOU,2
GOUHIZ,2
GOUJET,2
GOULAS,2
GOULIOS,2
GOUMANS,2
GOUMAS,2
GOUMISSI,2
GOUNDOROV,2
GOURDET,2
GOURDIE,2
GOURI,2
GOURNY,2
GOURRIER,2
GOURVENNEC,2
GOUT,2
GOUTON,2
GOUTTE,2
GOUZD,2
GOUZY,2
GOVDIAK,2
GOVENCHUK,2
GOVENDIAEV,2
GOVENLOCK,2
GOVGANISYAN,2
GOVONI,2
GOVOROVSKYY,2
GOVORUKHIN,2
GOVTVIAN,2
GOW,2
GOWANS,2
GOWDZIAK,2
GOWENKO,2
GOWHARY,2
GOWICKI,2
GOWIEN,2
GOWIENKOWSKI,2
GOWORUCHA,2
GOWORUSZKA,2
GOWSZ,2
GOYANYUK,2
GOYDA,2
GOYET,2
GOYNETS,2
GOZAL OGLI,2
GOZAREWICZ,2
GOZDAWA-LEONOWICZ,2
GOZDAWA-REKLEWSKI,2
GOZDAWA-STRZYŻOWSKI,2
GOZDAWA-TELEŻYŃSKI,2
GOZDAWA-TYCZYŃSKI,2
GOZDYCKI,2
GOZDZIAK,2
GOZDZIECKI,2
GOZO,2
GOZOWSKI,2
GOŹDZIELLA,2
GOŹDŹIK,2
GOŻDZIEWICZ,2
GÓLECKI,2
GÓŁA,2
GÓMEZ PATYK,2
GÓMÓŁKA,2
GÓRAJ-KOZŁOWSKI,2
GÓRAL-MELER,2
GÓRALNIK,2
GÓRA-MAŹNIK,2
GÓRANICZ,2
GÓRCZYN,2
GÓRCZYŃSKI-MAZUREK,2
GÓRDZIOŁEK,2
GÓRECKI-PANEK,2
GÓRECKI-STĘPIEŃ,2
GÓRECKI-WATOŁA,2
GÓRECZNIAK,2
GÓRKA-GRABOWSKI,2
GÓRKA-KHAFAGA,2
GÓRLICKI GONZÁLEZ,2
GÓRLO,2
GÓRNIAK RIBEIRO,2
GÓRNIAK-GAŁUSIŃSKI,2
GÓRNIAK-GRADZIŃSKI,2
GÓRNIAK-KURZAWA,2
GÓRNICKI-RAKOWSKI,2
GÓRNY WYGLĄDACZ,2
GÓRNY-BRASZKA,2
GÓRSKA,2
GÓRSKI-BIAŁY,2
GÓRSKI-BOŁDAK,2
GÓRSKI-MOTYL,2
GÓRSKI-SARAIVA,2
GÓRSZCZYK-KĘCIK,2
GÓRYL-TOMKOWIAK,2
GÓRZĘDA,2
GÓSZKOWSKI,2
GÓZDŻ,2
GÓZNICZAK,2
GÓŻEWSKI,2
GÓŻNICZAK,2
GŐKSU,2
GŐKTŰRK,2
GŐRC,2
GŐTTER,2
GŐTT-KONOPACKI,2
GŐTZEN,2
GŐTZENDORF-GRABOWSKI,2
GÖBLER,2
GÖCEK,2
GÖÇEN,2
GÖÇMEN,2
GÖÇMENER,2
GÖDDE,2
GÖDECKE,2
GÖDEL,2
GÖHRING,2
GÖKBAŞ,2
GÖKCE,2
GÖKÇAY,2
GÖKÇEK,2
GÖKÇEVIRAN,2
GÖKDEMİR,2
GÖKER,2
GÖKGÖZ,2
GÖKHAN,2
GÖKKAYA,2
GÖKMENOǦLU,2
GÖKPINAR,2
GÖKSEL,2
GÖKTEPE,2
GÖL,2
GÖLDNER,2
GÖLGE,2
GÖLICH,2
GÖLLNER,2
GÖLLNITZ,2
GÖNCÜOĞLU,2
GÖNCZI,2
GÖNCZÖL,2
GÖNÇ,2
GÖNEN,2
GÖNÜLLÜ,2
GÖNÜLTAS,2
GÖPPERT,2
GÖRDÜK,2
GÖRIG,2
GÖRMEZ,2
GÖRMEZOǦLU,2
GÖRNER,2
GÖRNIG,2
GÖRTZ,2
GÖRZ,2
GÖSCHEL,2
GÖSKEN,2
GÖTSCH,2
GÖTTER,2
GÖTTGENS,2
GÖVERCIN,2
GÖZ,2
GÖZEL,2
GÖZSÜZ,2
GÖZÜBÜYÜK,2
GRAẞ,2
GRAAP,2
GRABA-MARTÍN,2
GRABARCHUK,2
GRABARCZYK VEL GRABOWSKI,2
GRABAROUK,2
GRABAU,2
GRABAZHEI,2
GRABCO,2
GRABCZAN-GRABOWSKI,2
GRABCZYK-ROZWADOWSKI,2
GRAB-DEMIROV,2
GRABE-BOSEK,2
GRABETS,2
GRABIJAŃSKI,2
GRABINA,2
GRABINIAK,2
GRABINSKY ZABLUDOVSKY,2
GRABITZ,2
GRABNER,2
GRABOSZ-KARNICKI,2
GRABOVAN,2
GRABOVSCHI,2
GRABOWIEŃSKI,2
GRABOWSKA,2
GRABOWSKI-FADHEL,2
GRABOWSKI-JULEWICZ,2
GRABOWSKI-KRÓLIK,2
GRABOWSKI-PATELA,2
GRABOWSKI-PEREZ,2
GRAB-ROGALIŃSKI,2
GRABSKI-SZYMCZYK,2
GRABULOSA LEŚNIOWSKI,2
GRABUN,2
GRABYUK,2
GRACEY,2
GRACHALSKI,2
GRACHILA,2
GRACIAS,2
GRACKE,2
GRACZOW,2
GRACZYK-BIERNAT,2
GRACZYK-NYRKA,2
GRACZYK-PRZĄDKA,2
GRADER,2
GRADIĆ,2
GRADINARI,2
GRADOS,2
GRADOV,2
GRADUS-WOJCIECHOWSKI,2
GRADZIEL,2
GRADZIELSKI,2
GRAEF,2
GRAF RODRIGUEZ,2
GRAF VON LUXBURG,2
GRAF VON THUN UND HOHENSTEIN,2
GRAFFA,2
GRAFFI,2
GRAFINOWSKI,2
GRAFIT,2
GRAGOWICZ,2
GRAH,2
GRAI,2
GRAIZER,2
GRAJCIAR,2
GRAJCZONEK,2
GRAJDEANU,2
GRAJETTA,2
GRAJEWSKI-KIEŁT,2
GRAJOSEK,2
GRAJSER,2
GRAJWODZKI,2
GRALA-ALDESCU,2
GRALEWICZ-CEJMER,2
GRAL-RUDOLF,2
GRAMADA,2
GRAMAK-CHERNIAVSKYI,2
GRAMATKE,2
GRAMBOW,2
GRAMENOS,2
GRAMER,2
GRAMINSCHI,2
GRAMMAIRE,2
GRAMMONT,2
GRANAAS,2
GRANADO,2
GRANAI,2
GRANATA KOSIKOVSKI,2
GRANBERG,2
GRANCYN,2
GRANDE-MCLEOD,2
GRANDES,2
GRANDINETTI,2
GRANDOWICZ,2
GRANDYSIAK,2
GRANDYS-KORALEWSKI,2
GRANDYŚ,2
GRANELLA,2
GRANIN,2
GRANIZO ADAMUS,2
GRANKULL,2
GRANN,2
GRANO,2
GRANSBERGER,2
GRANUZZO,2
GRANVILLE,2
GRANZICKI,2
GRAOVAC,2
GRAPǍ,2
GRAPIN,2
GRAPSKI,2
GRASCHA,2
GRASLEWICZ,2
GRAS-OZIMEK,2
GRASSANO,2
GRASZEWITZ,2
GRATII,2
GRATILA,2
GRATILO,2
GRATOPP,2
GRATRIX,2
GRATTAN-COOPER,2
GRATTON,2
GRAU BAJDOWICZ,2
GRAUDENZ,2
GRAUMILLER,2
GRAUN,2
GRAUNITZ,2
GRAUZENIS,2
GRAUŻLIS,2
GRAVALOS DEL RIO,2
GRAVDAL,2
GRAVE,2
GRAVIÈRE,2
GRAYNER,2
GRAYSMARK,2
GRAZAWSKI,2
GRAZHDAN,2
GRAZIOSI,2
GRAZOWSKI,2
GRAŻDANÓW,2
GRAŻYNA-GIROWSKI,2
GRĄBAL,2
GRĄD,2
GRĄDTKE,2
GRĄDZIELA,2
GRĄDZKI-MOLLAH,2
GRĄKIEWICZ,2
GRĄŻ,2
GRĂDINARU,2
GRÄNZER,2
GRBIĆ,2
GRDIĆ,2
GRǍDINARU,2
GREABCO,2
GREBÁČ,2
GREBE,2
GREBEL,2
GREBENCHUK,2
GREBENCIUCOV,2
GREBENIK,2
GREBENIUC,2
GREBENNICOV,2
GREBENNIK,2
GREBENYK,2
GREBIENIUK,2
GREBIENNIKOW,2
GREBINKIN,2
GRECHANYUK,2
GRECHKA,2
GRECHÓW,2
GRECHUSHKIN,2
GRECICA,2
GRECKIEWICZ,2
GRECMACHER,2
GRECO SZLACHTER,2
GRECOV,2
GRECUCCIO,2
GRECZA,2
GRECZANOWSKI,2
GRECZYCHIN,2
GRECZYSZKIN,2
GREDASOV,2
GREDIEL,2
GREDZIUK,2
GREEMBERG,2
GREENAWAY,2
GREENBAUM,2
GREENBOIM,2
GREENER,2
GREENFIELD,2
GREENMAN,2
GREENSPAN,2
GREENSPOON,2
GREENWAY,2
GREFFLING,2
GREFKOWSKI,2
GREG,2
GREGERSEN,2
GREGG,2
GREGLICKI,2
GREGORCZYK-COYLE,2
GREGOREK-CIECIORA,2
GREGORIČ,2
GREGOROWICZ-WASILEWSKI,2
GREGOR-PAWŁOWSKI,2
GREGORY-DZIUBAŁKA,2
GREGUŠKA,2
GREIG,2
GREINDL,2
GREISORIS,2
GREIVE,2
GREIVES,2
GREJBER-KUKULSKI,2
GREJM,2
GREJNIEC,2
GREKHOV,2
GREKULIAK,2
GREKULOV,2
GRELA-LUCINDO,2
GRELIA,2
GRELIK-OGRODNIK,2
GRELIUK,2
GRELOF,2
GRELOWICZ,2
GREMLA,2
GREMZO,2
GRENCER,2
GRENCOW,2
GRENDA-WOŁKOW,2
GRENDZHA,2
GRENDZINSKI,2
GRENIEWSKI,2
GREŃDZIAK,2
GRESHNIKOV,2
GRESK,2
GRESKIV,2
GRESKOV,2
GRESOI,2
GRESSMANN,2
GRESTA,2
GRESZCZENKO,2
GRESZCZYJ,2
GRESZIK,2
GREŚLA,2
GRETCHYN,2
GRETSCHUSKIN,2
GRETZINGER,2
GREVTSOV,2
GREWKOWICZ,2
GREWOLLS,2
GREY-AREBEN,2
GREYDI,2
GREYDI TENENBAUM,2
GRĘBLAS,2
GRĘCZ,2
GRĘŻEWSKI,2
GRĘŻLIKOWSKI,2
GRGINČIĆ,2
GRIADUNOV,2
GRIAZNOV,2
GRIAZNOW,2
GRIBKOV,2
GRIBOFF,2
GRIBOWSKI,2
GRIBOWSKIJ,2
GRIBUN,2
GRIȚCAN,2
GRICHTOL,2
GRIȘCIUC,2
GRICIUS,2
GRICKIEWICZ,2
GRIDASOV,2
GRIDIN,2
GRIDLEY,2
GRIDNEV,2
GRIECHKIEI,2
GRIECO,2
GRIEKOV,2
GRIEMAN,2
GRIEPENTROG,2
GRIEVE,2
GRIEZMANN,2
GRIFKOWSKI,2
GRIGALIŪNAS,2
GRIGALIS,2
GRIGAREK,2
GRIGEL,2
GRIGELEWICZ,2
GRIGGS,2
GRIGIELSKI,2
GRIGOLAIA,2
GRIGOLASHVILI,2
GRIGOLAVA,2
GRIGORCHUK,2
GRIGORIADIS,2
GRIGORICZENKO,2
GRIGORIŢA,2
GRIGORJEV,2
GRIGORJEVS,2
GRIGORJEVSCHI,2
GRIGOROVICH,2
GRIĶIS,2
GRIJNIEWICZ,2
GRIKUROVI,2
GRIL LUBLINERMAN,2
GRILLI DI CORTONA,2
GRILZ,2
GRIMALIUC,2
GRIMALSCHI,2
GRIMANDI,2
GRIMLEY,2
GRIMNITZ,2
GRIMOV,2
GRINBERG BEHAR,2
GRINBERG LEWIN,2
GRINBERG LIJTSZAIN,2
GRINBERG SOLODKIN,2
GRINBLAT,2
GRINCENCO,2
GRINCHAK,2
GRINCHENKO,2
GRINCHUK,2
GRINCZENKO,2
GRINDEI,2
GRINER-LIPIŃSKI,2
GRINEVSKI,2
GRINFELD,2
GRINI,2
GRINIS,2
GRINKRAUT,2
GRINS,2
GRINSHPON,2
GRINSZTEJN,2
GRINTSCHACHER,2
GRIŃKO,2
GRIŃKOW,2
GRIPSRUD,2
GRIS,2
GRISAFI,2
GRISELAIN,2
GRISHABER,2
GRISHANOVICH,2
GRISHKO,2
GRISHUK,2
GRISIŪNAS,2
GRISKEWITZ,2
GRISO,2
GRISSA,2
GRIST,2
GRISTIUC,2
GRISVARD,2
GRISZCZUK,2
GRISZÓW,2
GRISZTOR,2
GRITCAN,2
GRITCO,2
GRITCYNIN,2
GRITSAY,2
GRITSEVSKII,2
GRITSIUK,2
GRIVAS,2
GRIZANS,2
GRIZE,2
GRIŻUK,2
GRJAZEVS,2
GRKOW,2
GRNADERJAN,2
GRĪNBERGS,2
GØRN-OLD,2
GROBEK-STACHURA,2
GROBELAK-NOWICKI,2
GROBLICA-CIEŚLA,2
GROBORS,2
GROCHOŃ,2
GROCHOWINA VEL GROCHOWSKI,2
GROCHOWINA-GRABARZ,2
GROCHÓLSKI-GRABAU,2
GROCHUCKI,2
GRODZIEWICZ-CERNUTO,2
GRODZIŃSKI-LUBOMIRSKI,2
GROENEVELD,2
GROENEWOLD,2
GROENVELD,2
GROETSZEL,2
GROGER,2
GROH,2
GROHN,2
GROHOLA,2
GROHSMANN,2
GROHSY,2
GROJLICH,2
GROKHOTOV,2
GROKHOVSKYI,2
GROLA,2
GROLIER,2
GROMBEIN,2
GROMCZEWSKI-PARADOWICZ,2
GROMNISZEWSKI,2
GROMNIUK,2
GROMOVS,2
GROMOVYI,2
GRONAU-KARENDYS,2
GRONDELSKI,2
GRONDZEVSKYY,2
GRONDZIEJEWSKI,2
GRONEBERG,2
GRONEK-LISZKA,2
GRONTMANN,2
GRONUS,2
GROO,2
GROSANT,2
GROSBART-SIEROŃ,2
GROSENICK,2
GROSH,2
GROSICKI MORENO,2
GROSMAN RADU HALPERN,2
GROSMAN-CORDERO,2
GROSSCHMIDT,2
GROSSETTI,2
GROSSMANN-SZCZEPANIEC,2
GROSSMAN-ROSMAŃSKI,2
GROSZCZYŃSKI,2
GROSZEK MARQUES,2
GROSZOWNIK,2
GROŠELJ,2
GROTOWSKI-DUCH,2
GROTUZ,2
GROTZKY,2
GROWIN,2
GROZDANOWSKI,2
GROZDEV,2
GROZDOW,2
GROZNY,2
GROZOWSKI,2
GRÓLEWSKI,2
GRÓNERT,2
GRÓSSY,2
GRÖBEL,2
GRÖBLACHER,2
GRÖLLE,2
GRÖNBERG,2
GRÖNER,2
GRÖZINGER,2
GRØSTAD,2
GRUBBE,2
GRUBELNIG,2
GRUBER-DE SOUSA,2
GRUBISZ,2
GRUBMÜLLER,2
GRUBNIC,2
GRUBYI,2
GRUCHALLA-WĘSIERSKI,2
GRUCHAŁA VEL GRUCHALSKI,2
GRUCHAŁA-WENSIERSKI,2
GRUCHAŁŁA,2
GRUCHOL,2
GRUCHOT-RUTKOWSKI,2
GRUDA-OSMOŁA,2
GRUDENIC,2
GRUDEV,2
GRUDININ,2
GRUDL,2
GRUDNYI,2
GRUDZEŃ,2
GRUDZIECKI-WACHSMAN,2
GRUDZIEŃ-KUCHARCZUK,2
GRUDZINA-RAMAGE,2
GRUDZIŃSKI-JURCZUK,2
GRUDZIŃSKI-LATO,2
GRUEBNAU,2
GRUER,2
GRUETZ,2
GRUJIČIĆ,2
GRUKHOVSKYI,2
GRUMBIANIN,2
GRUMUŁA,2
GRUND-BENLAID,2
GRUNDZILSKI,2
GRUNECKI,2
GRUNEV,2
GRUNEWALD,2
GRUNOS,2
GRUNTIŅŠ,2
GRUNTOVICI,2
GRUSHOVENKO,2
GRUSZCZYK-BUTRYŃSKI,2
GRUSZCZYŃSKI-FIUK,2
GRUSZCZYŃSKI-RĘGOWSKI,2
GRUSZKA-ZAJĄCZKOWSKI,2
GRUSZKE,2
GRUSZPERSKI,2
GRUŞEṬCHII,2
GRUTZKA,2
GRUZDEVS,2
